name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Casio - General - MWD - 100H - 9AVDF,General,"
      Casio","EGP 3,650.00",Men,China,Quartz,Resin / Stainless steel,Resin,Mineral,MWD-100H-9AVDF
Casio - General - LTP - 1302SG - 7AVDF,General,"
      Casio","EGP 4,495.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1302SG-7AVDF
Casio - General - LTP - 1314D - 1AVDF,General,"
      Casio","EGP 3,195.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1314D-1AVDF
Casio - General - MTP - VD300SG - 1EUDF,General,"
      Casio","EGP 4,795.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Minral,Casio - General - MTP-VD300SG-1EUDF
Lacoste - Neocroc - 2001269,Neocroc,"
      Lacoste","EGP 5,260.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001269
Tommy Hilfiger - Ryder - 171.0497,Ryder,"
      Tommy Hilfiger","EGP 12,900.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,171.0497
Casio - General - MTP - VD03G - 1AUDF,General,"
      Casio","EGP 3,850.00",Men,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,MTP-VD03G-1AUDF
Hugo Boss - Fresh - HB153.0285,Fresh,"
      Hugo Boss","EGP 11,255.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0285
Casio - G - Shock - GM - S2100MF - 1ADR,G-Shock,"
      Casio","EGP 17,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100MF-1ADR
Casio - General - LTP - VT02D - 1AUDF,General,"
      Casio","EGP 2,650.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Minieral,LTP-VT02D-1AUDF
Casio - General - LWS - 1200H - 1AVDF,General,"
      Casio","EGP 2,495.00",Unisex,China,Quartz,Resin,Resin,Mineral,LWS-1200H-1AVDF
Casio - General - MTP - VD300GL - 1EUDF,General,"
      Casio","EGP 3,995.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,MTP-VD300GL-1EUDF
Casio - General - W - 735H - 1AVDF,General,"
      Casio","EGP 3,195.00",Men,China,Quartz,Resin,Resin,Mineral,W-735H-1AVDF
Calvin Klein - Timeless - 25200001,Timeless,"
      Calvin Klein","EGP 9,525.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200001
Calvin Klein - Timeless - 25200003,Timeless,"
      Calvin Klein","EGP 10,990.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200003
Calvin Klein - Timeless - 25200009,Timeless,"
      Calvin Klein","EGP 9,525.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,25200009
Calvin Klein - Sculptural - 25200013,Sculptural,"
      Calvin Klein","EGP 11,715.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200013
Calvin Klein - Iconic - 25200029,Iconic,"
      Calvin Klein","EGP 12,270.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200029
Calvin Klein - Iconic - 25200031,Iconic,"
      Calvin Klein","EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200031
Calvin Klein - Iconic - 25200032,Iconic,"
      Calvin Klein","EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200032
Calvin Klein - Iconic - 25200033,Iconic,"
      Calvin Klein","EGP 11,715.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200033
Calvin Klein - Iconic - 25200034,Iconic,"
      Calvin Klein","EGP 11,715.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200034
Calvin Klein - Iconic - 25200036,Iconic,"
      Calvin Klein","EGP 11,715.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200036
Calvin Klein - Iconic - 25200037,Iconic,"
      Calvin Klein","EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200037
Calvin Klein - Iconic - 25200038,Iconic,"
      Calvin Klein","EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200038
Calvin Klein - Iconic - 25200042,Iconic,"
      Calvin Klein","EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200042
Calvin Klein - Iconic - 25200043,Iconic,"
      Calvin Klein","EGP 12,805.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200043
Calvin Klein - Iconic - 25200044,Iconic,"
      Calvin Klein","EGP 12,805.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200044
Calvin Klein - Timeless - 25200045,Timeless,"
      Calvin Klein","EGP 9,525.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200045
Calvin Klein - Timeless - 25200050,Timeless,"
      Calvin Klein","EGP 8,780.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200050
Calvin Klein - Timeless - 25200051,Timeless,"
      Calvin Klein","EGP 9,525.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200051
Calvin Klein - Timeless - 25200052,Timeless,"
      Calvin Klein","EGP 8,780.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200052
Calvin Klein - Linked - 25200053,Linked,"
      Calvin Klein","EGP 10,990.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200053
Calvin Klein - Linked - 25200055,Linked,"
      Calvin Klein","EGP 11,715.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200055
Calvin Klein - Gauge - 25200064,Gauge,"
      Calvin Klein","EGP 13,910.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200064
Calvin Klein - Sport - 25200067,Sport,"
      Calvin Klein","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200067
Calvin Klein - Gauge - 25200070,Gauge,"
      Calvin Klein","EGP 13,910.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200070
Calvin Klein - Gauge - 25200072,Gauge,"
      Calvin Klein","EGP 11,715.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,Calvin Klein
Calvin Klein - Fashion Open Link - 25200085,Fashion Open Link,"
      Calvin Klein","EGP 12,270.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200085
Calvin Klein - Open Link Carnation - 25200087,Open Link Carnation,"
      Calvin Klein","EGP 13,910.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Rose Gold,25200087
Tommy Hilfiger - Sullivan - 179.1883,Sullivan,"
      Tommy Hilfiger","EGP 11,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1883
Tommy Hilfiger - Sullivan - 179.1933,Sullivan,"
      Tommy Hilfiger","EGP 14,640.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1933
Tommy Hilfiger - Aria - 178.2273,Aria,"
      Tommy Hilfiger","EGP 11,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2273
Tommy Hilfiger - Connor - 179.1898,Connor,"
      Tommy Hilfiger","EGP 12,080.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,179.1898
Tommy Hilfiger - Harley - 179.1895,Harley,"
      Tommy Hilfiger","EGP 13,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1895
Tommy Hilfiger - Kane - 179.1401,Kane,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1401
Tommy Hilfiger - Liza - 178.2336,Liza,"
      Tommy Hilfiger","EGP 8,235.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2336
Lacoste - Tiebreaker - 2011188,Tiebreaker,"
      Lacoste","EGP 9,060.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,2011188
Lacoste - Tiebreaker - 2011187,Tiebreaker,"
      Lacoste","EGP 9,060.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2011187
Lacoste - Lacoste.12.12 - 2011192,Lacoste.12.12,"
      Lacoste","EGP 6,345.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2011192
Lacoste - Lacoste.12.12 - 2001226,Lacoste.12.12,"
      Lacoste","EGP 6,345.00",Unisex,China,Quartz,Plastic,Silicone,Mineral,2001226
Lacoste - Neocroc - 2001218,Neocroc,"
      Lacoste","EGP 6,345.00",Women,China,Quartz,Plastic,Silicone,Mineral,2001218
Lacoste - Rider - 2030047,Rider,"
      Lacoste","EGP 4,530.00",Unisex / Kids,China,Quartz,Plastic,Silicone,Mineral,2030047
Lacoste - Lacoste 12.12 - 2001184,Lacoste 12.12,"
      Lacoste","EGP 4,900.00",Unisex / Kids,China,Quartz,Plastic,Silicone,Mineral,2001184
Hugo Boss - Allure - HB151.3920,Allure,"
      Hugo Boss","EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3920
Hugo Boss - Volane - HB151.3953,Volane,"
      Hugo Boss","EGP 18,135.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.3953
Hugo Boss - Dapper - HB151.3925,Dapper,"
      Hugo Boss","EGP 16,325.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3925
Hugo Boss - Santiago - HB151.3935,Santiago,"
      Hugo Boss","EGP 18,135.00",Men,China,Quaertz,Stainless Steel,Textile,Mineral,HB151.3935
Hugo Boss - Make - HB153.0251,Make,"
      Hugo Boss","EGP 5,495.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0251
Hugo Boss - Relax - HB153.0256,Relax,"
      Hugo Boss","EGP 8,160.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,HB153.0256
Hugo Boss - Confidence - HB151.3790,Confidence,"
      Hugo Boss","EGP 10,885.00",Men,China,Quaertz,Stainless Steel,Leather,Mineral,HB151.3790
Hugo Boss - Confidence - HB151.3792,Confidence,"
      Hugo Boss","EGP 12,700.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.3792
Hugo Boss - Drifter - HB151.3898,Drifter,"
      Hugo Boss","EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3898
Casio - G - Shock - GA - 2100 - 1A2DR,G-Shock,"
      Casio","EGP 7,695.00",Unisex,China,Quartz,Resin,Resin,Mineral Glass,GA-2100-1A2DR
Casio - G - Shock - GLX - 5600RT - 9DR,G-Shock,"
      Casio","EGP 7,595.00",Unisex,China,Quartz,Resin,Resin,Mineral,GLX-5600RT-9DR
Casio - G - Shock - GMA - S2200 - 7ADR,G-Shock,"
      Casio","EGP 9,195.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S2200-7ADR
Casio - G - Shock - GA - 700BP - 1ADR,G-Shock,"
      Casio","EGP 8,875.00",Men,China,Quartz,Resin,Resin,Mineral,GA-700BP-1ADR
Casio - G - Shock - GBA - 900UU - 3ADR,G-Shock,"
      Casio","EGP 9,895.00",Men,China,Quartz,Resin,Resin,Mineral,GBA-900UU-3ADR
Calvin Klein - Iconic - 25200027,Iconic,"
      Calvin Klein","EGP 10,060.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200027
Calvin Klein - Sport - 25200119,Sport,"
      Calvin Klein","EGP 12,270.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,25200119
Calvin Klein - Linked - 25200126,Linked,"
      Calvin Klein","EGP 12,270.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,25200126
Michael Kors - Pyper Gift Set - MK1040,Pyper Gift Set,"
      Michael Kors","EGP 19,995.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,MK1040
Casio - Enticer Ladies - LTP - 1314D - 2AVDF,Enticer Ladies,"
      Casio","EGP 2,995.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1314D-2AVDF
Casio - Enticer Ladies - LTP - 1335D - 4AVDF,Enticer Ladies,"
      Casio","EGP 3,325.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-1335D-4AVDF
Casio - Enticer Ladies - LTP - V004D - 1BUDF,Enticer Ladies,"
      Casio","EGP 2,250.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V004D-1BUDF
Casio - G - Shock - DW - 5600CA - 2DR,G-Shock,"
      Casio","EGP 7,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,DW-5600CA-2DR
Casio - G - Shock - GA - 2200BB - 1ADR,G-Shock,"
      Casio","EGP 8,995.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2200BB-1ADR
Casio - G - Shock - GA - 2200M - 1ADR,G-Shock,"
      Casio","EGP 9,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2200M-1ADR
Casio - G - Shock - GA - 900VB - 1ADR,G-Shock,"
      Casio","EGP 11,750.00",Men,China,Quartz,Resin,Resin,Mineral,GA-900VB-1ADR
Casio - G - Shock - GM - 2100 - 1ADR,G-Shock,"
      Casio","EGP 16,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-2100-1ADR
Casio - G - Shock - GMA - S110NP - 8ADR,G-Shock,"
      Casio","EGP 12,495.00",Women,China,Quartz,Resin,Resin,Mineral,GMA-S110NP-8ADR
Casio - General - MTP - 1308D - 1A2VDF,General,"
      Casio","EGP 3,295.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-1308D-1A2VDF
Casio - General - MTP - 1308D - 1AVDF,General,"
      Casio","EGP 2,995.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-1308D-1AVDF
Casio - General - MTP - V004D - 7BUDF,General,"
      Casio","EGP 1,995.00",Unisex,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-V004D-7BUDF
Casio - General - MTP - VD02D - 7EUDF,General,"
      Casio","EGP 2,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD02D-7EUDF
Casio - General - WS - 1300H - 1AVDF,General,"
      Casio","EGP 2,595.00",Men,China,Quartz,Resin,Resin,Mineral,WS-1300H-1AVDF
Casio - Edifice - EFV - 630D - 1AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-630D-1AVUDF
Casio - Edifice - EFV - 630L - 1AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,EFV-630L-1AVUDF
Casio - Edifice - EFV - 630L - 7AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,EFV-630L-7AVUDF
Casio - General - LTP - V005D - 7B2UDF,General,"
      Casio","EGP 1,875.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V005D-7B2UDF
Casio - General - MTP - VD02D - 1EUDF,General,"
      Casio","EGP 2,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,MTP-VD02D-1EUDF
Tommy Hilfiger - Grace - 178.2433,Grace,"
      Tommy Hilfiger","EGP 10,255.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2433
Tommy Hilfiger - Grace - 178.2430,Grace,"
      Tommy Hilfiger","EGP 9,355.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,178.2430
Tommy Hilfiger - Maya - 178.2439,Maya,"
      Tommy Hilfiger","EGP 9,145.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2439
Tommy Hilfiger - Carter - 179.1915,Carter,"
      Tommy Hilfiger","EGP 8,420.00",Men,China,Quartz,Stainless Steel,Rubber,Mienral,179.1915
Tommy Hilfiger - Jeans - 179.1924,Jeans,"
      Tommy Hilfiger","EGP 10,990.00",Men,China,Quartz,Stainless Steel,Nylon,Mineral,179.1924
Tommy Hilfiger - Libby - 178.2487,Libby,"
      Tommy Hilfiger","EGP 10,500.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2487
Tommy Hilfiger - Owen - 179.1967,Owen,"
      Tommy Hilfiger","EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1967
Tommy Hilfiger - Max - 179.1972,Max,"
      Tommy Hilfiger","EGP 13,910.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1972
Tommy Hilfiger - Leonard - 179.1988,Leonard,"
      Tommy Hilfiger","EGP 13,360.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1988
Tommy Hilfiger - Leonard - 179.1986,Leonard,"
      Tommy Hilfiger","EGP 13,360.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1986
Tommy Hilfiger - Leonard - 179.1987,Leonard,"
      Tommy Hilfiger","EGP 13,360.00",Men,China,Quartz,Stainless Steel,Laether,Mineral,179.1987
Tommy Jeans - Houston - 179.1997,Houston,"
      Tommy Jeans","EGP 10,990.00",Men,China,Quartz,Plated Stainless Steel,Fabric,Mineral,179.1997
Tommy Jeans - Houston - 179.1999,Houston,"
      Tommy Jeans","EGP 6,900.00",Men,China,Quartz,Plated Stainless Steel,Fabric,Mineral,179.1999
Casio - Youth - LRW - 200H - 4BVDF,Youth,"
      Casio","EGP 1,925.00",Women,China,Quartz,Resin,Resin,Mineral,LRW-200H-4BVDF
Casio - General - LTP - VT01D - 2B2UDF,General,"
      Casio","EGP 2,595.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-VT01D-2B2UDF
Casio - General - LTP - VT01D - 4B2UDF,General,"
      Casio","EGP 2,595.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-VT01D-4B2UDF
Casio - General - LTP - VT01GL - 4BUDF,General,"
      Casio","EGP 2,595.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01GL-4BUDF
Lacoste - Challenger - 2011083,Challenger,"
      Lacoste","EGP 7,245.00",Men,China,Quartz,Plastic / Stainless Steel,Silicone,Mineral,2011083
Fossil - Neutra - FS5708SET,Neutra,"
      Fossil","EGP 14,995.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,FS5708SET
Emporio Armani - Renato - AR2448,Renato,"
      Emporio Armani","EGP 24,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,AR2448
Armani Exchange - Classic - AX1724,Classic,"
      Armani Exchange","EGP 14,875.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,AX1724
Hugo Boss - Watch and Cufflinks Gift Set - HB157.0126,Watch and Cufflinks Gift Set,"
      HB157.0126","EGP 15,595.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB157.0126
Tommy Hilfiger - Layla - 178.2456,Layla,"
      Tommy Hilfiger","EGP 12,805.00",Women,China,Quartz,Stainless Streel,Stainless Steel,Mineral,178.2456
Tommy Hilfiger - Owen - 179.1964,Owen,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1964
Lacoste - Birdie - 2001205,Birdie,"
      Lacoste","EGP 10,885.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001205
Lacoste - Swing - 2001224,Swing,"
      Lacoste","EGP 9,970.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001224
Lacoste - Boston - 2011163,Boston,"
      Lacoste","EGP 10,885.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2011163
Tommy Hilfiger - Larson - 179.1984,Larson,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1984
Tommy Hilfiger - Carter - 179.1910,Carter,"
      Tommy Hilfiger","EGP 10,060.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1910
Tommy Hilfiger - San Diego - 179.1928,San Diego,"
      Tommy Hilfiger","EGP 6,900.00",Men,China,Quartz,Black Tr90,Silicone,Mineral,179.1928
Tommy Hilfiger - San Diego - 179.1927,San Diego,"
      Tommy Hilfiger","EGP 9,145.00",Men,China,Quartz,Navy Tr90,Silicone,Mineral,179.1927
Tommy Hilfiger - Layla - 178.2458,Layla,"
      Tommy Hilfiger","EGP 8,355.00",Women,China,Quartz,Lonic Thin Gold Plated 2 Steel,Stainless Steel,Mineral,178.2458
Tommy Hilfiger - Emma - 178.2481,Emma,"
      Tommy Hilfiger","EGP 10,990.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2481
Tommy Hilfiger - Emma - 178.2482,Emma,"
      Tommy Hilfiger","EGP 10,990.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2482
Tommy Hilfiger - Matthew - 179.1943,Matthew,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1943
Tommy Hilfiger - Jimmy - 179.1946,Jimmy,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1946
Tommy Hilfiger - Jimmy - 179.1947,Jimmy,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1947
Tommy Hilfiger - Jimmy - 179.1949,Jimmy,"
      Tommy Hilfiger","EGP 12,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1949
Tommy Hilfiger - Jimmy - 179.1950,Jimmy,"
      Tommy Hilfiger","EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1950
Tommy Hilfiger - Max - 179.1971,Max,"
      Tommy Hilfiger","EGP 11,895.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1971
Tommy Hilfiger - Max - 179.1973,Max,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1973
Casio - Youth - AE - 1000W - 1AVDF,Youth,"
      Casio","EGP 2,250.00",Unisex,China,Quartz,Resin,Resin,Resin Glass / Spherical Glass,AE-1000W-1AVDF
Casio - G - Shock - DW - 5600GC - 7DF,G-Shock,"
      Casio","EGP 9,350.00",Men,China,Quartz,Resin,Resin,Mineral Glass,DW-5600GC-7DF
Casio - Edifice - EFR - 571DB - 1A1VUDF,Edifice,"
      Casio","EGP 11,750.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFR-571DB-1A1VUDF
Casio - G - Shock - GA - 2100FR - 3ADR,G-Shock,"
      Casio","EGP 9,825.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100FR-3ADR
Casio - G - Shock - GW - B5600SGZ - 7DR,G-Shock,Unknown,"EGP 16,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,GW-B5600SGZ-7DR
Casio - Youth - W - 216H - 3BVDF,Youth,Unknown,"EGP 1,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,W-216H-3BVDF
Casio - Youth - W - 736H - 3AVDF,Unknown,Unknown,"EGP 3,195.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
MVMT - Element - 28000045 - D,Element,Unknown,"EGP 3,375.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Mineral,28000045-D
Hugo Boss - Exist - HB153.0169,Exist,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0169
Hugo Boss - Skeleton - HB153.0189,Skeleton,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0189
Hugo Boss - Sport - HB153.0195,Sport,Unknown,"EGP 12,990.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,HB153.0195
Lacoste - Tiebreaker - 2011125,Tiebreaker,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Stainless Steel,Rubber,Mineral,2011125
Lacoste - Tiebreaker - 2011127,Tiebreaker,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011127
Tommy Hilfiger - Macy's Table - 179.1285,Macy'S Table,Unknown,"EGP 7,315.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,179.1285
